checking_account_Status,Duration(months),Credit_history,Purpose,Credit_Amount,credit_per_month,Savings_Account/bonds,Employment_since,Installment_rate(%),Personalstatus_Gender,Gender,debtors/Guarantors,Residence_since(yrs),Property,Age,Other_installment_plans,Housing,Bank_credits,Job,Dependents,Telephone,Foriegn_worker,Credit_Classification
below_0,24,cleared_pending_dues,furniture,2996,124.833333333333,no_saving_acc,1_to_4yr,2,married,male,none,4,car/other,20,none,own,1,skilled_employee,1,none,yes,1
0_to_200,36,cleared_pending_dues,furniture,9034,250.944444444444,100_to_500,lessthan_year,4,single,male,Co-applicant,1,no_property,29,none,rent,1,selfemployed/Mgt,1,yes,yes,1
no_account,24,critical_acc,furniture,1585,66.0416666666667,Below_100,4_to_7yr,4,single,male,none,3,life_insurance,40,none,own,2,skilled_employee,1,none,yes,0
0_to_200,18,cleared_pending_dues,tv,1301,72.2777777777778,Below_100,more_than_7yrs,4,married,male,guarantor,2,real_estate,32,none,own,1,Unskilled-Resident,1,none,yes,0
above_200,6,critical_acc,new_car,1323,220.5,100_to_500,more_than_7yrs,2,divorced,male,none,4,car/other,28,none,own,2,skilled_employee,2,yes,yes,0
below_0,24,cleared_pending_dues,new_car,3123,130.125,Below_100,lessthan_year,4,divorced,female,none,1,life_insurance,27,none,own,1,skilled_employee,1,none,yes,1
below_0,36,cleared_pending_dues,used_car,5493,152.583333333333,Below_100,more_than_7yrs,2,single,male,none,4,no_property,42,none,for_free,1,skilled_employee,2,none,yes,0
above_200,9,cleared_pending_dues,tv,1126,125.11111111111099,100_to_500,more_than_7yrs,2,divorced,male,none,4,real_estate,49,none,own,1,skilled_employee,1,none,yes,0
0_to_200,24,critical_acc,tv,1216,50.6666666666667,100_to_500,lessthan_year,4,single,male,none,4,no_property,38,bank,own,2,skilled_employee,2,none,yes,1
below_0,24,cleared_pending_dues,new_car,1207,50.2916666666667,Below_100,lessthan_year,4,divorced,female,none,4,life_insurance,24,none,rent,1,skilled_employee,1,none,yes,1
no_account,10,cleared_pending_dues,new_car,1309,130.9,no_saving_acc,1_to_4yr,4,single,male,guarantor,4,life_insurance,27,none,own,1,Unskilled-Resident,1,none,yes,1
above_200,15,critical_acc,used_car,2360,157.333333333333,500_to_1000,1_to_4yr,2,single,male,none,2,car/other,36,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,15,duly_paid,new_car,6850,456.666666666667,100_to_500,unemployed,1,single,male,none,2,life_insurance,34,none,own,1,selfemployed/Mgt,2,yes,yes,1
no_account,24,cleared_pending_dues,tv,1413,58.875,Below_100,1_to_4yr,4,married,male,none,2,life_insurance,28,none,own,1,skilled_employee,1,none,yes,0
no_account,39,cleared_pending_dues,used_car,8588,220.20512820512798,100_to_500,more_than_7yrs,4,single,male,none,2,car/other,45,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,12,cleared_pending_dues,new_car,759,63.25,Below_100,4_to_7yr,4,single,male,none,2,real_estate,26,none,own,1,skilled_employee,1,none,yes,1
no_account,36,cleared_pending_dues,used_car,4686,130.166666666667,Below_100,1_to_4yr,2,single,male,none,2,no_property,32,none,for_free,1,selfemployed/Mgt,1,yes,yes,0
above_200,15,cleared_pending_dues,business,2687,179.133333333333,Below_100,4_to_7yr,2,single,male,none,4,life_insurance,26,none,rent,1,skilled_employee,1,yes,yes,0
0_to_200,12,delayed_payement,tv,585,48.75,Below_100,1_to_4yr,4,married,male,Co-applicant,4,real_estate,20,none,rent,2,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,new_car,2255,93.9583333333333,no_saving_acc,lessthan_year,4,single,male,none,1,life_insurance,54,none,own,1,skilled_employee,1,none,yes,0
below_0,6,critical_acc,new_car,609,101.5,Below_100,4_to_7yr,4,divorced,female,none,3,life_insurance,37,none,own,2,skilled_employee,1,none,no,0
below_0,6,critical_acc,new_car,1361,226.833333333333,Below_100,lessthan_year,2,single,male,none,4,real_estate,40,none,own,1,Unskilled-Resident,2,none,no,0
no_account,36,critical_acc,furniture,7127,197.97222222222197,Below_100,lessthan_year,2,divorced,female,none,4,life_insurance,23,none,rent,2,skilled_employee,1,yes,yes,1
below_0,6,cleared_pending_dues,new_car,1203,200.5,100_to_500,more_than_7yrs,3,single,male,none,2,life_insurance,43,none,own,1,skilled_employee,1,yes,yes,0
no_account,6,critical_acc,tv,700,116.666666666667,no_saving_acc,more_than_7yrs,4,single,male,none,4,no_property,36,none,for_free,2,skilled_employee,1,none,yes,0
no_account,24,critical_acc,repairs,5507,229.458333333333,Below_100,more_than_7yrs,3,single,male,none,4,no_property,44,none,for_free,2,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,tv,3190,177.22222222222197,Below_100,1_to_4yr,2,divorced,female,none,2,real_estate,24,none,own,1,skilled_employee,1,none,yes,1
below_0,48,no_credits_taken,furniture,7119,148.3125,Below_100,1_to_4yr,3,single,male,none,4,no_property,53,none,for_free,2,skilled_employee,2,none,yes,1
no_account,24,cleared_pending_dues,used_car,3488,145.333333333333,100_to_500,4_to_7yr,3,divorced,female,none,4,car/other,23,none,own,1,skilled_employee,1,none,yes,0
0_to_200,18,cleared_pending_dues,tv,1113,61.8333333333333,Below_100,1_to_4yr,4,divorced,female,guarantor,4,real_estate,26,none,own,1,Unskilled-Resident,2,none,yes,0
0_to_200,26,cleared_pending_dues,used_car,7966,306.38461538461496,Below_100,lessthan_year,2,single,male,none,3,car/other,30,none,own,2,skilled_employee,1,none,yes,0
no_account,15,critical_acc,education,1532,102.133333333333,100_to_500,1_to_4yr,4,divorced,female,none,3,car/other,31,none,own,1,skilled_employee,1,none,yes,0
no_account,4,critical_acc,tv,1503,375.75,Below_100,4_to_7yr,2,single,male,none,1,real_estate,42,none,own,2,Unskilled-Resident,2,none,yes,0
below_0,36,cleared_pending_dues,tv,2302,63.9444444444444,Below_100,1_to_4yr,4,divorced,male,none,4,car/other,31,none,rent,1,skilled_employee,1,none,yes,1
below_0,6,cleared_pending_dues,new_car,662,110.333333333333,Below_100,lessthan_year,3,single,male,none,4,real_estate,41,none,own,1,Unskilled-Resident,2,yes,yes,0
0_to_200,36,cleared_pending_dues,education,2273,63.1388888888889,Below_100,4_to_7yr,3,single,male,none,1,car/other,32,none,own,2,skilled_employee,2,none,yes,0
0_to_200,15,cleared_pending_dues,new_car,2631,175.4,100_to_500,1_to_4yr,2,divorced,female,none,4,car/other,28,none,rent,2,skilled_employee,1,yes,yes,1
no_account,12,delayed_payement,used_car,1503,125.25,Below_100,1_to_4yr,4,married,male,none,4,real_estate,41,none,rent,1,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,tv,1311,54.625,100_to_500,4_to_7yr,4,married,male,none,3,life_insurance,26,none,own,1,skilled_employee,1,yes,yes,0
no_account,24,cleared_pending_dues,tv,3105,129.375,no_saving_acc,lessthan_year,4,single,male,none,2,car/other,25,none,own,2,skilled_employee,1,none,yes,0
above_200,21,critical_acc,education,2319,110.42857142857099,Below_100,lessthan_year,2,divorced,male,none,1,car/other,33,none,rent,1,skilled_employee,1,none,yes,1
below_0,6,cleared_pending_dues,new_car,1374,229.0,no_saving_acc,unemployed,4,divorced,female,none,3,life_insurance,75,none,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,18,critical_acc,furniture,3612,200.666666666667,Below_100,more_than_7yrs,3,divorced,female,none,4,life_insurance,37,none,own,1,skilled_employee,1,yes,yes,0
below_0,48,cleared_pending_dues,new_car,7763,161.729166666667,Below_100,more_than_7yrs,4,single,male,none,4,no_property,42,bank,for_free,1,selfemployed/Mgt,1,none,yes,1
above_200,18,cleared_pending_dues,furniture,3049,169.388888888889,Below_100,lessthan_year,1,divorced,female,none,1,life_insurance,45,stores,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,12,cleared_pending_dues,tv,1534,127.833333333333,Below_100,lessthan_year,1,married,male,none,1,real_estate,23,none,rent,1,skilled_employee,1,none,yes,1
no_account,24,delayed_payement,new_car,2032,84.6666666666667,Below_100,more_than_7yrs,4,single,male,none,4,no_property,60,none,for_free,2,skilled_employee,1,yes,yes,0
below_0,30,cleared_pending_dues,furniture,6350,211.666666666667,no_saving_acc,more_than_7yrs,4,single,male,none,4,life_insurance,31,none,own,1,skilled_employee,1,none,yes,1
above_200,18,cleared_pending_dues,furniture,2864,159.111111111111,Below_100,1_to_4yr,2,single,male,none,1,real_estate,34,none,own,1,Unskilled-Resident,2,none,yes,1
no_account,12,critical_acc,new_car,1255,104.583333333333,Below_100,more_than_7yrs,4,single,male,none,4,real_estate,61,none,own,2,Unskilled-Resident,1,none,yes,0
below_0,24,delayed_payement,new_car,1333,55.5416666666667,Below_100,unemployed,4,single,male,none,2,real_estate,43,none,for_free,2,skilled_employee,2,none,yes,1
no_account,24,critical_acc,new_car,2022,84.25,Below_100,1_to_4yr,4,divorced,female,none,4,car/other,37,none,own,1,skilled_employee,1,yes,yes,0
no_account,24,cleared_pending_dues,tv,1552,64.6666666666667,Below_100,4_to_7yr,3,single,male,none,1,car/other,32,bank,own,1,skilled_employee,2,none,yes,0
below_0,12,duly_paid,tv,626,52.1666666666667,Below_100,1_to_4yr,4,divorced,female,none,4,real_estate,24,bank,own,1,Unskilled-Resident,1,none,yes,1
no_account,48,critical_acc,used_car,8858,184.541666666667,no_saving_acc,4_to_7yr,2,single,male,none,1,no_property,35,none,for_free,2,skilled_employee,1,yes,yes,0
no_account,12,critical_acc,repairs,996,83.0,no_saving_acc,4_to_7yr,4,divorced,female,none,4,real_estate,23,none,own,2,skilled_employee,1,none,yes,0
no_account,6,duly_paid,tv,1750,291.66666666666697,500_to_1000,more_than_7yrs,2,single,male,none,4,life_insurance,45,bank,own,1,Unskilled-Resident,2,none,yes,0
below_0,48,cleared_pending_dues,tv,6999,145.8125,Below_100,4_to_7yr,1,married,male,guarantor,1,real_estate,34,none,own,2,skilled_employee,1,yes,yes,1
0_to_200,12,critical_acc,new_car,1995,166.25,100_to_500,lessthan_year,4,single,male,none,1,car/other,27,none,own,1,skilled_employee,1,none,yes,0
0_to_200,9,cleared_pending_dues,education,1199,133.222222222222,Below_100,4_to_7yr,4,divorced,female,none,4,life_insurance,67,none,own,2,selfemployed/Mgt,1,yes,yes,0
0_to_200,12,cleared_pending_dues,tv,1331,110.916666666667,Below_100,lessthan_year,2,single,male,none,1,car/other,22,stores,own,1,skilled_employee,1,none,yes,1
0_to_200,18,no_credits_taken,new_car,2278,126.555555555556,100_to_500,lessthan_year,3,divorced,female,none,3,car/other,28,none,own,2,skilled_employee,1,none,yes,1
no_account,21,no_credits_taken,new_car,5003,238.238095238095,no_saving_acc,1_to_4yr,1,divorced,female,none,4,life_insurance,29,bank,own,2,skilled_employee,1,yes,yes,1
below_0,24,duly_paid,furniture,3552,148.0,Below_100,4_to_7yr,3,single,male,none,4,car/other,27,bank,own,1,skilled_employee,1,none,yes,1
0_to_200,18,critical_acc,furniture,1928,107.11111111111099,Below_100,lessthan_year,2,single,male,none,2,real_estate,31,none,own,2,Unskilled-Resident,1,none,yes,1
below_0,24,cleared_pending_dues,used_car,2964,123.5,no_saving_acc,more_than_7yrs,4,single,male,none,4,no_property,49,bank,for_free,1,skilled_employee,2,yes,yes,0
below_0,24,duly_paid,tv,1546,64.4166666666667,Below_100,4_to_7yr,4,single,male,guarantor,4,car/other,24,bank,rent,1,Unskilled-Resident,1,none,yes,1
above_200,6,delayed_payement,tv,683,113.833333333333,Below_100,lessthan_year,2,divorced,female,none,1,life_insurance,29,bank,own,1,skilled_employee,1,none,yes,0
0_to_200,36,cleared_pending_dues,new_car,12389,344.138888888889,no_saving_acc,1_to_4yr,1,single,male,none,4,no_property,37,none,for_free,1,skilled_employee,1,yes,yes,1
0_to_200,24,delayed_payement,business,4712,196.333333333333,no_saving_acc,1_to_4yr,4,single,male,none,2,life_insurance,37,bank,own,2,selfemployed/Mgt,1,yes,yes,0
0_to_200,24,delayed_payement,tv,1553,64.7083333333333,100_to_500,4_to_7yr,3,divorced,female,none,2,life_insurance,23,none,rent,2,skilled_employee,1,yes,yes,0
below_0,12,cleared_pending_dues,new_car,1372,114.333333333333,Below_100,4_to_7yr,2,divorced,male,none,3,car/other,36,none,own,1,skilled_employee,1,none,yes,1
no_account,24,critical_acc,tv,2578,107.416666666667,Above_1000,more_than_7yrs,2,single,male,none,2,car/other,34,none,own,1,skilled_employee,1,none,yes,0
0_to_200,48,cleared_pending_dues,tv,3979,82.8958333333333,no_saving_acc,4_to_7yr,4,single,male,none,1,car/other,41,none,own,2,skilled_employee,2,yes,yes,0
below_0,48,cleared_pending_dues,tv,6758,140.791666666667,Below_100,1_to_4yr,3,divorced,female,none,2,car/other,31,none,own,1,skilled_employee,1,yes,yes,1
below_0,24,cleared_pending_dues,furniture,3234,134.75,Below_100,lessthan_year,4,divorced,female,none,4,real_estate,23,none,rent,1,Unskilled-Resident,1,yes,yes,1
no_account,30,critical_acc,tv,5954,198.46666666666698,Below_100,4_to_7yr,3,single,male,Co-applicant,2,car/other,38,none,own,1,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,used_car,5433,226.375,no_saving_acc,unemployed,2,divorced,female,none,4,life_insurance,26,none,rent,1,selfemployed/Mgt,1,yes,yes,0
below_0,15,cleared_pending_dues,business,806,53.7333333333333,Below_100,1_to_4yr,4,divorced,female,none,4,life_insurance,22,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,9,cleared_pending_dues,tv,1082,120.222222222222,Below_100,more_than_7yrs,4,single,male,none,4,car/other,27,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,15,critical_acc,furniture,2788,185.866666666667,Below_100,4_to_7yr,2,divorced,female,Co-applicant,3,car/other,24,bank,own,2,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,tv,2930,244.166666666667,Below_100,4_to_7yr,2,divorced,female,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
no_account,24,critical_acc,education,1927,80.2916666666667,no_saving_acc,1_to_4yr,3,divorced,female,none,2,car/other,33,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,36,critical_acc,new_car,2820,78.3333333333333,Below_100,lessthan_year,4,divorced,male,none,4,car/other,27,none,own,2,skilled_employee,1,none,yes,1
no_account,24,cleared_pending_dues,retraining,937,39.0416666666667,Below_100,lessthan_year,4,married,male,none,3,car/other,27,none,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,18,critical_acc,new_car,1056,58.6666666666667,Below_100,more_than_7yrs,3,single,male,guarantor,3,real_estate,30,bank,own,2,skilled_employee,1,none,yes,1
0_to_200,12,critical_acc,new_car,3124,260.33333333333303,Below_100,lessthan_year,1,single,male,none,3,real_estate,49,bank,own,2,Unskilled-Resident,2,none,yes,0
no_account,9,cleared_pending_dues,furniture,1388,154.222222222222,Below_100,1_to_4yr,4,divorced,female,none,2,real_estate,26,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,36,cleared_pending_dues,repairs,2384,66.2222222222222,Below_100,lessthan_year,4,single,male,none,1,no_property,33,none,rent,1,Unskilled-Resident,1,none,yes,1
no_account,12,cleared_pending_dues,new_car,2133,177.75,no_saving_acc,more_than_7yrs,4,divorced,female,none,4,no_property,52,none,for_free,1,selfemployed/Mgt,1,yes,yes,0
below_0,18,cleared_pending_dues,furniture,2039,113.277777777778,Below_100,1_to_4yr,1,divorced,female,none,4,real_estate,20,bank,rent,1,skilled_employee,1,none,yes,1
below_0,9,critical_acc,new_car,2799,311.0,Below_100,1_to_4yr,2,single,male,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0
below_0,12,cleared_pending_dues,furniture,1289,107.416666666667,Below_100,1_to_4yr,4,single,male,guarantor,1,life_insurance,21,none,own,1,Unskilled-Resident,1,none,yes,0
below_0,18,cleared_pending_dues,domestic_appliances,1217,67.6111111111111,Below_100,1_to_4yr,4,married,male,none,3,real_estate,47,none,own,1,Unskilled-Resident,1,yes,yes,1
below_0,12,critical_acc,furniture,2246,187.166666666667,Below_100,more_than_7yrs,3,single,male,none,3,life_insurance,60,none,own,2,skilled_employee,1,none,yes,1
below_0,12,critical_acc,tv,385,32.0833333333333,Below_100,4_to_7yr,4,divorced,female,none,3,real_estate,58,none,own,4,Unskilled-Resident,1,yes,yes,0
0_to_200,24,delayed_payement,new_car,1965,81.875,no_saving_acc,1_to_4yr,4,divorced,female,none,4,car/other,42,none,rent,2,skilled_employee,1,yes,yes,0
no_account,21,cleared_pending_dues,business,1572,74.8571428571429,Above_1000,more_than_7yrs,4,divorced,female,none,4,real_estate,36,bank,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,new_car,2718,113.25,Below_100,1_to_4yr,3,divorced,female,none,4,life_insurance,20,none,rent,1,Unskilled-Resident,1,yes,yes,1
below_0,24,duly_paid,others,1358,56.5833333333333,no_saving_acc,more_than_7yrs,4,single,male,none,3,car/other,40,stores,own,1,selfemployed/Mgt,1,yes,yes,1
0_to_200,6,duly_paid,new_car,931,155.166666666667,100_to_500,lessthan_year,1,divorced,female,none,1,life_insurance,32,stores,own,1,Unskilled-Resident,1,none,yes,1
below_0,24,cleared_pending_dues,new_car,1442,60.0833333333333,Below_100,4_to_7yr,4,divorced,female,none,4,car/other,23,none,rent,2,skilled_employee,1,none,yes,1
0_to_200,24,no_credits_taken,business,4241,176.708333333333,Below_100,1_to_4yr,1,single,male,none,4,real_estate,36,none,own,3,Unskilled-Resident,1,yes,yes,1
no_account,18,critical_acc,new_car,2775,154.166666666667,Below_100,4_to_7yr,2,single,male,none,2,life_insurance,31,bank,own,2,skilled_employee,1,none,yes,1
no_account,24,delayed_payement,business,3863,160.958333333333,Below_100,1_to_4yr,1,single,male,none,2,no_property,32,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200,7,cleared_pending_dues,tv,2329,332.714285714286,Below_100,lessthan_year,1,divorced,female,guarantor,1,real_estate,45,none,own,1,skilled_employee,1,none,yes,0
0_to_200,9,cleared_pending_dues,furniture,918,102.0,Below_100,1_to_4yr,4,divorced,female,none,1,life_insurance,30,none,own,1,skilled_employee,1,none,yes,1
0_to_200,24,duly_paid,education,1837,76.5416666666667,Below_100,4_to_7yr,4,divorced,female,none,4,no_property,34,bank,for_free,1,Unskilled-Resident,1,none,yes,1
no_account,36,cleared_pending_dues,furniture,3349,93.0277777777778,Below_100,1_to_4yr,4,divorced,female,none,2,car/other,28,none,own,1,selfemployed/Mgt,1,yes,yes,1
above_200,10,cleared_pending_dues,furniture,1275,127.5,Below_100,lessthan_year,4,divorced,female,none,2,life_insurance,23,none,own,1,skilled_employee,1,none,yes,0
below_0,24,duly_paid,furniture,2828,117.833333333333,500_to_1000,1_to_4yr,4,single,male,none,4,real_estate,22,stores,own,1,skilled_employee,1,yes,yes,0
no_account,24,critical_acc,business,4526,188.583333333333,Below_100,1_to_4yr,3,single,male,none,2,real_estate,74,none,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,36,cleared_pending_dues,tv,2671,74.19444444444441,100_to_500,1_to_4yr,4,divorced,female,Co-applicant,4,no_property,50,none,for_free,1,skilled_employee,1,none,yes,1
no_account,18,cleared_pending_dues,tv,2051,113.944444444444,Below_100,lessthan_year,4,single,male,none,1,real_estate,33,none,own,1,skilled_employee,1,none,yes,0
no_account,15,cleared_pending_dues,used_car,1300,86.6666666666667,no_saving_acc,more_than_7yrs,4,single,male,none,4,no_property,45,bank,for_free,1,skilled_employee,2,none,yes,0
below_0,12,cleared_pending_dues,domestic_appliances,741,61.75,100_to_500,unemployed,4,divorced,female,none,3,life_insurance,22,none,own,1,skilled_employee,1,none,yes,1
above_200,10,cleared_pending_dues,new_car,1240,124.0,100_to_500,more_than_7yrs,1,divorced,female,none,4,no_property,48,none,for_free,1,Unskilled-Resident,2,none,yes,1
below_0,21,cleared_pending_dues,tv,3357,159.857142857143,Above_1000,lessthan_year,4,divorced,female,none,2,car/other,29,bank,own,1,skilled_employee,1,none,yes,0
below_0,24,duly_paid,used_car,3632,151.333333333333,Below_100,1_to_4yr,1,divorced,female,guarantor,4,car/other,22,bank,rent,1,skilled_employee,1,none,no,0
no_account,18,delayed_payement,furniture,1808,100.444444444444,Below_100,4_to_7yr,4,divorced,female,none,1,real_estate,22,none,own,1,skilled_employee,1,none,yes,1
0_to_200,48,no_credits_taken,business,12204,254.25,no_saving_acc,1_to_4yr,2,single,male,none,2,car/other,48,bank,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,60,delayed_payement,tv,9157,152.61666666666702,no_saving_acc,1_to_4yr,2,single,male,none,2,no_property,27,none,for_free,1,selfemployed/Mgt,1,none,yes,0
below_0,6,critical_acc,new_car,3676,612.666666666667,Below_100,1_to_4yr,1,single,male,none,3,real_estate,37,none,rent,3,skilled_employee,2,none,yes,0
0_to_200,30,cleared_pending_dues,furniture,3441,114.7,100_to_500,1_to_4yr,2,divorced,female,Co-applicant,4,car/other,21,none,rent,1,skilled_employee,1,none,yes,1
no_account,12,cleared_pending_dues,new_car,640,53.3333333333333,Below_100,1_to_4yr,4,divorced,male,none,2,real_estate,49,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,21,critical_acc,business,3652,173.904761904762,Below_100,4_to_7yr,2,single,male,none,3,life_insurance,27,none,own,2,skilled_employee,1,none,yes,0
no_account,18,critical_acc,new_car,1530,85.0,Below_100,1_to_4yr,3,single,male,none,2,life_insurance,32,bank,own,2,skilled_employee,1,none,yes,1
no_account,48,cleared_pending_dues,business,3914,81.5416666666667,no_saving_acc,1_to_4yr,4,divorced,male,none,2,real_estate,38,bank,own,1,skilled_employee,1,none,yes,1
below_0,12,cleared_pending_dues,furniture,1858,154.833333333333,Below_100,lessthan_year,4,divorced,female,none,1,car/other,22,none,rent,1,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,tv,2600,144.444444444444,Below_100,1_to_4yr,4,single,male,none,4,no_property,65,none,for_free,2,skilled_employee,1,none,yes,1
no_account,15,cleared_pending_dues,tv,1979,131.933333333333,no_saving_acc,more_than_7yrs,4,single,male,none,2,car/other,35,none,own,1,skilled_employee,1,none,yes,0
above_200,6,cleared_pending_dues,furniture,2116,352.666666666667,Below_100,1_to_4yr,2,single,male,none,2,real_estate,41,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,9,duly_paid,new_car,1437,159.666666666667,100_to_500,4_to_7yr,2,single,male,none,3,no_property,29,none,own,1,skilled_employee,1,none,yes,1
no_account,42,critical_acc,furniture,4042,96.23809523809521,500_to_1000,1_to_4yr,4,single,male,none,4,real_estate,36,none,own,2,skilled_employee,1,yes,yes,0
no_account,9,cleared_pending_dues,education,3832,425.777777777778,no_saving_acc,more_than_7yrs,1,single,male,none,4,real_estate,64,none,own,1,Unskilled-Resident,1,none,yes,0
below_0,24,cleared_pending_dues,tv,3660,152.5,Below_100,1_to_4yr,2,divorced,female,none,4,car/other,28,none,own,1,skilled_employee,1,none,yes,0
below_0,18,duly_paid,furniture,1553,86.2777777777778,Below_100,1_to_4yr,4,single,male,none,3,car/other,44,bank,own,1,skilled_employee,1,none,yes,1
0_to_200,15,cleared_pending_dues,tv,1444,96.2666666666667,no_saving_acc,lessthan_year,4,single,male,none,1,life_insurance,23,none,own,1,skilled_employee,1,none,yes,0
no_account,9,cleared_pending_dues,furniture,1980,220.0,Below_100,lessthan_year,2,divorced,female,Co-applicant,2,car/other,19,none,rent,2,skilled_employee,1,none,yes,1
0_to_200,24,cleared_pending_dues,new_car,1355,56.4583333333333,Below_100,lessthan_year,3,divorced,female,none,4,car/other,25,none,own,1,Unskilled-Resident,1,yes,yes,1
no_account,12,cleared_pending_dues,education,1393,116.083333333333,Below_100,more_than_7yrs,4,single,male,none,4,life_insurance,47,bank,own,3,skilled_employee,2,yes,yes,0
no_account,24,cleared_pending_dues,tv,1376,57.3333333333333,500_to_1000,4_to_7yr,4,divorced,female,none,1,car/other,28,none,own,1,skilled_employee,1,none,yes,0
no_account,60,delayed_payement,tv,15653,260.88333333333304,Below_100,4_to_7yr,2,single,male,none,4,car/other,21,none,own,2,skilled_employee,1,yes,yes,0
no_account,12,cleared_pending_dues,tv,1493,124.416666666667,Below_100,lessthan_year,4,divorced,female,none,3,car/other,34,none,own,1,skilled_employee,2,none,yes,0
below_0,42,delayed_payement,tv,4370,104.047619047619,Below_100,4_to_7yr,3,single,male,none,2,life_insurance,26,bank,own,2,skilled_employee,2,yes,yes,1
below_0,18,cleared_pending_dues,education,750,41.6666666666667,Below_100,unemployed,4,divorced,female,none,1,real_estate,27,none,own,1,unemployed/non-resident,1,none,yes,1
0_to_200,15,cleared_pending_dues,repairs,1308,87.2,Below_100,more_than_7yrs,4,single,male,none,4,car/other,38,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,15,cleared_pending_dues,education,4623,308.2,100_to_500,1_to_4yr,3,single,male,none,2,life_insurance,40,none,own,1,selfemployed/Mgt,1,yes,yes,1
no_account,24,critical_acc,tv,1851,77.125,Below_100,4_to_7yr,4,married,male,guarantor,2,car/other,33,none,own,2,skilled_employee,1,yes,yes,0
below_0,18,critical_acc,tv,1880,104.444444444444,Below_100,4_to_7yr,4,married,male,none,1,life_insurance,32,none,own,2,selfemployed/Mgt,1,yes,yes,0
no_account,36,delayed_payement,business,7980,221.666666666667,no_saving_acc,lessthan_year,4,single,male,none,4,car/other,27,none,rent,2,skilled_employee,1,yes,yes,1
below_0,30,no_credits_taken,furniture,4583,152.766666666667,Below_100,1_to_4yr,2,divorced,male,guarantor,2,real_estate,32,none,own,2,skilled_employee,1,none,yes,0
no_account,12,cleared_pending_dues,new_car,1386,115.5,500_to_1000,1_to_4yr,2,divorced,female,none,2,life_insurance,26,none,own,1,skilled_employee,1,none,yes,1
above_200,24,cleared_pending_dues,new_car,947,39.4583333333333,Below_100,4_to_7yr,4,single,male,none,3,no_property,38,bank,for_free,1,skilled_employee,2,none,yes,1
below_0,12,cleared_pending_dues,education,684,57.0,Below_100,1_to_4yr,4,single,male,none,4,car/other,40,none,rent,1,Unskilled-Resident,2,none,yes,1
below_0,48,cleared_pending_dues,education,7476,155.75,Below_100,4_to_7yr,4,single,male,none,1,no_property,50,none,for_free,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,12,cleared_pending_dues,furniture,1922,160.166666666667,Below_100,1_to_4yr,4,single,male,none,2,life_insurance,37,none,own,1,Unskilled-Resident,1,none,yes,1
below_0,24,cleared_pending_dues,new_car,2303,95.9583333333333,Below_100,more_than_7yrs,4,single,male,Co-applicant,1,real_estate,45,none,own,1,skilled_employee,1,none,yes,1
0_to_200,36,delayed_payement,new_car,8086,224.611111111111,100_to_500,more_than_7yrs,2,single,male,none,4,car/other,42,none,own,4,selfemployed/Mgt,1,yes,yes,1
no_account,24,critical_acc,used_car,2346,97.75,Below_100,4_to_7yr,4,single,male,none,3,car/other,35,none,own,2,skilled_employee,1,yes,yes,0
below_0,14,cleared_pending_dues,new_car,3973,283.785714285714,Below_100,unemployed,1,single,male,none,4,no_property,22,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,new_car,888,74.0,Below_100,more_than_7yrs,4,single,male,none,4,car/other,41,bank,own,1,Unskilled-Resident,2,none,yes,1
no_account,48,cleared_pending_dues,tv,10222,212.958333333333,no_saving_acc,4_to_7yr,4,single,male,none,3,car/other,37,stores,own,1,skilled_employee,1,yes,yes,0
0_to_200,30,no_credits_taken,business,4221,140.7,Below_100,1_to_4yr,2,divorced,female,none,1,car/other,28,none,own,2,skilled_employee,1,none,yes,0
0_to_200,18,critical_acc,furniture,6361,353.388888888889,Below_100,more_than_7yrs,2,single,male,none,1,no_property,41,none,own,1,skilled_employee,1,yes,yes,0
